Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59
0.797341,0.659418,0.126184,0.22599,0.096263,0.459276,0.238358,0.561671,0.863444,0.960404,1.005061,0.890679,0.0,0.524141,0.263318,0.312472,0.888918,0.65604,0.252982,0.361239,0.346813,0.487401,0.390045,0.002103,0.375012,0.656341,0.297499,0.079758,0.272719,0.639518,3.3e-5,0.0,0.0,0.154885,4.9e-5,1.793465,0.0,0.762341,0.0,0.024406,0.431353,0.765469,0.509874,1.293932,0.457542,0.682234,0.626573,0.167979,0.648206,0.0,1.022865,0.0,0.383293,0.429784,0.31475,0.0,0.265868,0.7838,0.0
0.809873,0.666038,0.136777,0.236891,0.10582,0.46758,0.238566,0.570434,0.883502,0.981195,1.027255,0.912252,0.000107,0.533746,0.258866,0.320719,0.910069,0.671324,0.253315,0.36843,0.366057,0.498103,0.3977,0.002045,0.377739,0.670898,0.293905,0.106856,0.280022,0.683586,8.5e-5,0.0,0.0,0.23574,0.0,1.852114,0.0,0.813266,4.5e-5,0.011017,0.437687,0.787153,0.525808,1.335663,0.479349,0.71313,0.64347,0.159121,0.665885,9.5e-5,1.071358,0.0,0.383851,0.440836,0.324702,0.000128,0.269186,0.802308,6.7e-5
0.831963,0.664208,0.182054,0.242251,0.092814,0.48151,0.244071,0.569963,0.932284,1.017337,1.067147,0.96515,0.0,0.562714,0.221356,0.315486,0.957059,0.689986,0.230569,0.354741,0.355309,0.512502,0.405288,0.0,0.399276,0.705789,0.277308,0.103568,0.278791,0.806807,0.0,0.0,0.0,0.305685,1.2e-5,2.021273,8.0e-6,0.924787,0.0,0.0,0.456184,0.83044,0.552447,1.471389,0.554288,0.783075,0.691713,0.034031,0.706566,0.0,1.205139,0.0,0.379485,0.453514,0.342665,0.0,0.238161,0.842169,0.0
0.881507,0.726455,0.34369,0.328402,0.287638,0.567782,0.303231,0.601123,1.015422,1.070944,1.1345,1.044596,1.0e-5,0.620602,0.377205,0.380764,1.037651,0.762212,0.31828,0.430127,0.426891,0.540266,0.502658,0.000912,0.423281,0.771316,0.356423,0.184695,0.392642,1.10865,0.0,0.0,0.0,0.531143,0.017983,2.406007,1.0e-5,1.086194,0.0,0.0,0.483465,0.944884,0.683415,1.797539,0.730416,0.907108,0.767342,0.0,0.813222,0.0,1.502331,0.0,0.386202,0.530626,0.474066,0.0,0.319032,0.921629,0.0
0.910837,0.855239,0.435556,0.459641,0.413571,0.724276,0.396131,0.723299,1.094063,1.147268,1.232345,1.123873,0.0,0.74408,0.381711,0.503528,1.130498,0.790619,0.483979,0.542623,0.585363,0.656628,0.636445,0.208257,0.553576,0.876021,0.495234,0.361529,0.477479,1.216238,0.0,0.0,0.0,1.139041,0.577908,3.018097,0.0,1.531625,0.0,0.091892,0.650819,0.978001,0.882957,2.29985,1.168503,1.247949,0.847119,0.25098,0.95197,0.0,2.112147,0.0,0.534478,0.640173,0.641352,0.0,0.457077,0.979327,0.0
1.056911,0.98058,0.616441,0.706291,0.570946,0.883326,0.595692,0.872302,1.200293,1.265789,1.376316,1.244632,0.0,0.869733,0.454855,0.658534,1.206389,0.904353,0.690386,0.670074,0.792414,0.853651,0.741908,0.560891,0.684505,1.011954,0.654652,0.602386,0.761344,1.854809,0.376263,0.0,0.0,1.796458,1.285593,3.550506,0.0,2.046015,0.636618,0.472946,0.813914,1.077017,0.911182,2.823707,1.496931,1.667648,1.01423,0.456424,1.029387,0.0,2.761577,0.337524,0.685829,0.736998,0.713244,0.0,0.7432,1.175691,0.0
1.537536,1.454601,1.234233,1.282309,1.209521,1.396608,1.232174,1.412137,1.606807,1.676674,1.772119,1.653601,0.0,1.425499,1.162495,1.289939,1.609325,1.433471,1.289288,1.268316,1.343574,1.393285,1.313082,1.210994,1.287677,1.481175,1.268787,1.236144,1.316463,3.202849,1.171835,0.0,0.0,2.312041,2.403707,3.886064,0.0,2.555001,1.469668,1.146192,1.363367,1.530302,1.35687,3.23134,1.942175,2.196314,1.503623,1.170525,1.462742,0.0,3.339383,1.139793,1.269232,1.299772,1.280893,1.054026,1.325471,1.615021,0.0
2.546538,2.493338,2.373913,2.383228,2.348876,2.468292,2.355927,2.445258,2.590275,2.629654,2.692677,2.615152,0.0,2.471405,2.358898,2.396013,2.574161,2.470243,2.38301,2.37314,2.433329,2.469919,2.409007,2.360284,2.39673,2.502474,2.374558,2.379836,2.422164,3.671771,1.756717,0.0,0.897265,2.845559,4.330707,4.113751,0.0,2.9415,1.989558,2.306472,2.425516,2.541136,2.41528,3.494724,2.285952,2.5206,2.506926,2.362099,2.466502,1.381098,3.703266,2.317589,2.396311,2.38268,2.402726,2.279799,2.398934,2.59798,0.601712
3.35782,3.32832,3.240063,3.234797,3.215068,3.306726,3.229986,3.284223,3.399885,3.43729,3.47323,3.424084,0.986658,3.303568,3.23334,3.261616,3.385278,3.301652,3.231321,3.247473,3.27209,3.307769,3.268224,3.241974,3.258362,3.350486,3.236372,3.242594,3.271437,4.100716,2.544479,0.190546,2.042722,3.403838,5.226778,4.407379,0.0,3.401276,2.6241,3.188968,3.290264,3.351097,3.251705,3.906793,2.844685,2.984144,3.325697,3.243439,3.30057,2.213914,3.987612,3.199214,3.259312,3.235804,3.253388,3.167485,3.256688,3.413168,1.692989
3.731759,3.694723,3.598206,3.616694,3.584189,3.677396,3.619231,3.654393,3.75203,3.810642,3.825951,3.779203,1.713886,3.675771,3.627851,3.641169,3.743279,3.669234,3.599362,3.625326,3.637443,3.672736,3.642298,3.615345,3.626416,3.724383,3.601057,3.612375,3.649118,4.923431,3.026845,1.65555,2.496844,3.81698,5.892673,4.685076,0.0,3.810685,3.054469,3.583422,3.649423,3.712752,3.621687,4.194854,3.267445,3.35637,3.723735,3.573056,3.705133,2.737921,4.249689,3.582848,3.642838,3.62291,3.6202,3.552342,3.637432,3.761898,2.342702
